transaction_id,customer_id,transaction_date,customer_age,customer_location,quantity,unit_price,total_amount,payment_method,shipping_speed,customer_history_orders,discount_applied,discount_percentage,shipping_cost,delivery_time_days,refund_requested,velocity_flag,geolocation_mismatch,device_fingerprint_new,involves_counterfeit
TXN_224463,CUST_76125,2024-09-09 03:45:30,64,FR,3,252.89,758.67,Apple Pay,Express,44,True,23.9,7.89,14,False,False,False,True,False
TXN_682553,CUST_10170,2024-08-17 00:37:32,28,DE,6,51.81,310.84,Credit Card,Economy,3,False,0.0,16.06,18,True,False,False,False,True
TXN_648341,CUST_40540,2024-12-25 06:49:48,75,IN,2,298.48,596.96,PayPal,Standard,36,True,35.7,13.99,28,False,False,False,False,False
TXN_842553,CUST_10123,2025-05-31 09:11:40,26,MX,2,172.6,345.2,PayPal,Standard,42,False,0.0,21.23,8,True,False,False,False,False
TXN_119097,CUST_58498,2025-01-27 09:47:17,50,GB,1,210.63,210.63,Credit Card,Express,40,False,0.0,8.34,22,True,False,False,False,False
TXN_536675,CUST_49662,2024-12-24 07:15:46,51,US,1,117.05,117.05,Apple Pay,Priority,6,False,0.0,8.28,19,True,False,False,False,False
TXN_775985,CUST_97170,2024-12-16 06:13:44,51,FR,2,194.74,389.47,PayPal,Express,35,True,48.9,17.36,12,False,False,False,False,False
TXN_111036,CUST_87731,2025-03-24 16:53:35,31,MX,2,35.94,71.88,Apple Pay,Express,7,False,0.0,23.59,25,False,False,False,False,False
TXN_840524,CUST_27077,2025-02-18 22:51:39,19,US,4,167.47,669.88,Debit Card,Standard,20,True,20.6,14.55,21,False,False,False,False,False
TXN_472669,CUST_51455,2024-09-17 17:26:46,47,IN,1,192.6,192.6,Debit Card,Standard,5,False,0.0,21.82,27,False,False,False,False,False
TXN_959672,CUST_30808,2024-12-16 02:42:52,71,IN,1,63.79,63.79,Debit Card,Standard,3,False,0.0,18.26,10,True,False,True,False,False
TXN_490439,CUST_17106,2025-06-15 05:33:28,28,IN,3,34.39,103.16,Debit Card,Express,44,False,0.0,15.58,22,False,False,False,False,False
TXN_126592,CUST_18361,2024-09-03 08:38:33,66,GB,2,295.92,591.85,Apple Pay,Express,44,False,0.0,10.08,2,True,False,False,False,False
TXN_365195,CUST_41740,2025-03-13 17:14:00,36,GB,9,10.61,95.46,Credit Card,Standard,0,False,0.0,20.89,6,False,False,False,False,True
TXN_758189,CUST_90345,2024-12-30 22:38:56,35,MX,2,284.2,568.4,PayPal,Express,22,False,0.0,17.1,9,True,False,False,True,False
TXN_315657,CUST_57839,2024-11-18 12:52:41,27,AU,3,125.71,377.13,Credit Card,Priority,9,False,0.0,5.07,9,False,False,False,True,False
TXN_775106,CUST_93308,2024-08-09 18:43:37,59,DE,1,275.67,275.67,Debit Card,Standard,29,False,0.0,13.4,14,False,False,False,False,False
TXN_932364,CUST_40899,2025-01-29 13:23:58,56,CA,1,138.17,138.17,PayPal,Express,6,False,0.0,23.67,6,False,True,False,False,False
TXN_417080,CUST_38035,2024-08-17 14:09:32,77,GB,1,212.89,212.89,Debit Card,Standard,18,True,15.1,24.17,14,True,True,False,True,False
TXN_280919,CUST_90589,2025-05-05 19:19:37,54,AU,3,149.22,447.67,Apple Pay,Standard,35,True,42.9,13.61,15,False,False,False,False,False
TXN_845421,CUST_85975,2024-12-29 11:18:22,41,BR,2,210.5,421.01,PayPal,Express,27,False,0.0,11.18,12,False,False,False,False,False
TXN_349485,CUST_34648,2025-04-23 11:27:10,63,IN,1,36.94,36.94,PayPal,Express,30,False,0.0,19.47,19,False,True,True,False,False
TXN_599736,CUST_32704,2024-09-08 12:56:34,40,MX,1,68.53,68.53,Apple Pay,Express,23,True,42.6,8.38,25,False,False,True,False,False
TXN_898822,CUST_66822,2025-05-29 22:08:05,76,GB,3,185.69,557.06,Apple Pay,Express,39,True,38.0,10.51,10,False,True,True,False,False
TXN_919391,CUST_38506,2025-05-25 17:45:53,30,FR,1,265.66,265.66,Apple Pay,Standard,21,True,17.7,12.83,29,True,True,True,True,False
TXN_239354,CUST_82247,2024-12-16 03:36:30,21,GB,10,53.63,536.28,Credit Card,Standard,3,False,0.0,19.46,5,False,False,False,False,True
TXN_757276,CUST_91966,2025-04-27 01:58:37,72,FR,10,50.46,504.62,Credit Card,Standard,1,False,0.0,6.78,7,False,False,False,False,True
TXN_802218,CUST_56091,2024-10-09 14:08:49,27,JP,1,276.79,276.79,Debit Card,Priority,30,True,29.9,19.74,4,False,False,False,False,False
TXN_974919,CUST_99365,2025-01-03 03:07:17,22,IN,4,244.96,979.86,Credit Card,Standard,40,False,0.0,22.87,17,False,True,False,False,False
TXN_896278,CUST_54467,2025-02-23 11:52:29,19,JP,19,75.87,1441.54,PayPal,Standard,0,False,0.0,6.33,11,False,False,False,True,True
TXN_849205,CUST_30185,2025-04-21 20:37:22,22,MX,1,210.62,210.62,Apple Pay,Standard,24,True,25.3,22.84,26,False,True,False,True,False
TXN_990422,CUST_99441,2024-07-16 18:41:35,35,GB,3,214.16,642.49,Debit Card,Express,45,False,0.0,24.89,27,False,False,True,True,False
TXN_794415,CUST_87750,2024-09-29 08:03:02,72,DE,4,52.07,208.29,PayPal,Priority,1,False,0.0,10.32,10,True,False,True,False,False
TXN_750604,CUST_75491,2024-07-21 01:11:34,43,DE,1,213.94,213.94,Credit Card,Express,27,False,0.0,8.72,16,False,False,False,True,False
TXN_254140,CUST_74646,2024-10-11 00:03:32,79,GB,3,130.36,391.07,Debit Card,Priority,48,False,0.0,21.94,8,False,False,False,False,False
TXN_584551,CUST_43756,2025-02-12 00:16:50,69,IN,2,146.74,293.48,Debit Card,Priority,28,False,0.0,6.53,24,False,False,False,True,False
TXN_808079,CUST_72893,2025-05-09 11:16:08,74,GB,3,23.27,69.81,Credit Card,Standard,2,False,0.0,21.45,12,False,True,True,False,True
TXN_245397,CUST_14214,2024-10-07 18:22:20,30,IN,4,28.95,115.81,Apple Pay,Express,27,False,0.0,10.23,18,False,False,False,False,False
TXN_189437,CUST_15532,2025-03-28 20:28:25,26,IN,3,237.53,712.58,Credit Card,Standard,45,False,0.0,21.53,13,False,False,False,False,False
TXN_974840,CUST_73897,2025-04-05 22:13:38,69,JP,2,279.78,559.56,Apple Pay,Express,20,False,0.0,14.53,8,False,False,False,False,False
TXN_130225,CUST_67390,2024-08-28 10:45:44,18,JP,1,195.02,195.02,Debit Card,Priority,23,False,0.0,24.39,28,False,False,False,False,False
TXN_434588,CUST_20155,2024-12-26 05:47:55,54,CA,3,169.28,507.85,Debit Card,Priority,37,True,10.5,13.33,13,False,False,False,False,False
TXN_100888,CUST_96707,2024-07-15 07:33:22,34,DE,2,183.82,367.63,Apple Pay,Express,43,False,0.0,16.39,23,False,False,False,False,False
TXN_828632,CUST_99091,2025-01-12 07:02:05,39,IN,17,51.82,880.97,PayPal,Economy,4,False,0.0,8.76,25,True,False,False,True,True
TXN_853118,CUST_83944,2024-08-09 01:55:13,27,IN,3,224.37,673.11,PayPal,Standard,2,False,0.0,16.7,12,False,False,False,False,False
TXN_182551,CUST_23044,2025-04-10 22:06:45,33,BR,4,140.07,560.27,PayPal,Express,18,False,0.0,12.19,8,False,False,False,False,False
TXN_483391,CUST_43915,2024-09-11 04:28:23,67,DE,1,113.94,113.94,Debit Card,Priority,5,False,0.0,16.43,12,True,True,True,False,False
TXN_702776,CUST_82411,2025-03-11 06:53:32,40,DE,10,41.24,412.38,Wire Transfer,Economy,0,False,0.0,5.89,1,False,False,False,False,True
TXN_322793,CUST_51498,2024-10-01 13:59:08,52,BR,2,35.28,70.57,PayPal,Standard,7,True,11.3,6.3,13,False,False,False,False,False
TXN_203618,CUST_31942,2024-11-15 23:08:10,65,FR,3,233.53,700.6,PayPal,Standard,26,False,0.0,8.59,14,False,False,False,False,False
TXN_142593,CUST_80857,2025-03-25 18:49:16,20,IN,4,251.18,1004.71,Debit Card,Priority,32,True,21.7,23.9,9,False,True,False,False,False
TXN_565164,CUST_25050,2025-02-26 09:53:35,75,MX,2,290.93,581.85,Credit Card,Standard,15,False,0.0,12.35,1,False,False,True,False,False
TXN_708823,CUST_63162,2025-03-15 06:08:36,74,FR,2,187.36,374.72,Apple Pay,Standard,46,False,0.0,21.11,9,True,True,False,False,False
TXN_935533,CUST_87044,2025-04-09 11:16:06,50,BR,1,68.27,68.27,Wire Transfer,Standard,4,False,0.0,22.31,1,True,False,False,True,True
TXN_111058,CUST_92847,2024-10-21 18:19:24,38,FR,4,49.84,199.37,Apple Pay,Express,27,False,0.0,22.36,7,True,False,False,False,False
TXN_207576,CUST_83244,2025-03-23 22:02:46,63,FR,3,79.55,238.64,Wire Transfer,Standard,1,False,0.0,10.81,25,True,True,False,False,True
TXN_719472,CUST_47554,2025-04-25 00:29:29,48,CA,11,33.62,369.77,Cryptocurrency,Economy,3,True,36.2,18.01,24,True,False,False,False,True
TXN_566672,CUST_99842,2025-06-10 20:47:44,43,JP,2,200.83,401.65,Debit Card,Standard,45,False,0.0,19.95,7,False,False,True,False,False
TXN_209860,CUST_72641,2024-09-09 12:21:53,76,GB,1,105.32,105.32,PayPal,Standard,11,False,0.0,9.16,19,False,False,False,False,False
TXN_482765,CUST_77467,2025-04-19 08:03:05,68,CA,4,62.79,251.17,Credit Card,Priority,6,False,0.0,5.63,29,True,False,False,False,False
TXN_283167,CUST_64486,2025-03-31 10:39:34,42,IN,4,78.38,313.54,Debit Card,Standard,1,False,0.0,23.3,27,False,False,False,False,False
TXN_633612,CUST_22815,2024-11-09 21:52:09,28,MX,14,91.08,1275.11,Wire Transfer,Economy,0,False,0.0,21.82,21,False,False,False,False,True
TXN_219925,CUST_67484,2024-11-18 23:24:17,62,BR,2,105.89,211.78,Credit Card,Express,33,False,0.0,21.39,13,False,False,False,False,False
TXN_331240,CUST_32756,2025-01-24 18:04:53,71,FR,2,123.27,246.54,Credit Card,Express,40,False,0.0,19.09,12,False,False,False,False,False
TXN_216865,CUST_51614,2025-06-05 11:40:51,34,IN,4,187.67,750.68,PayPal,Priority,30,False,0.0,20.26,16,False,False,False,False,False
TXN_672713,CUST_22140,2024-11-16 14:34:00,57,MX,1,232.78,232.78,PayPal,Standard,5,True,28.4,18.79,2,False,False,False,False,False
TXN_988768,CUST_71020,2024-10-10 09:26:47,38,DE,10,13.38,133.79,Credit Card,Standard,1,False,0.0,13.46,8,True,False,True,False,True
TXN_621122,CUST_63300,2025-02-12 16:28:13,36,IN,1,244.89,244.89,Debit Card,Express,38,False,0.0,16.21,2,False,False,True,False,False
TXN_340982,CUST_70831,2025-02-23 08:04:13,18,MX,3,90.56,271.69,Apple Pay,Standard,24,False,0.0,15.96,26,False,False,False,False,False
TXN_885746,CUST_10617,2024-12-09 20:37:37,53,FR,4,163.38,653.51,Credit Card,Standard,32,False,0.0,15.34,29,False,False,False,False,False
TXN_193705,CUST_63281,2025-02-18 11:31:35,37,AU,3,27.07,81.22,PayPal,Priority,24,False,0.0,16.95,25,False,False,False,False,False
TXN_501045,CUST_23231,2025-06-28 11:01:24,29,AU,12,9.84,118.07,Cryptocurrency,Standard,1,False,0.0,5.48,14,True,False,False,True,True
TXN_482134,CUST_68656,2024-09-05 03:00:18,49,CA,1,173.32,173.32,Credit Card,Standard,19,True,23.9,6.64,27,False,False,False,False,False
TXN_378492,CUST_18974,2024-09-09 21:43:19,48,JP,1,6.28,6.28,Cryptocurrency,Standard,4,True,15.2,16.22,25,True,False,False,False,True
TXN_877785,CUST_34830,2025-05-21 03:18:41,54,IN,1,202.43,202.43,Apple Pay,Standard,22,True,7.8,7.1,28,False,False,False,False,False
TXN_727669,CUST_86004,2024-11-15 14:47:25,37,FR,4,177.5,710.0,Credit Card,Standard,4,False,0.0,12.74,22,False,False,False,False,False
TXN_601930,CUST_60428,2025-04-19 13:48:00,37,GB,1,56.78,56.78,PayPal,Priority,31,True,13.9,17.47,6,False,False,False,False,False
TXN_585711,CUST_99790,2025-05-17 00:28:56,36,AU,3,155.71,467.14,Apple Pay,Standard,13,True,27.9,13.35,9,False,False,True,False,False
TXN_370217,CUST_91410,2024-07-25 00:49:51,25,BR,4,250.77,1003.08,Apple Pay,Priority,40,False,0.0,12.15,15,False,False,False,False,False
TXN_410134,CUST_89547,2024-08-04 12:56:52,25,JP,2,47.92,95.84,PayPal,Standard,32,False,0.0,19.12,3,False,False,False,True,False
TXN_268870,CUST_68117,2025-01-23 16:50:58,34,JP,2,46.97,93.95,Credit Card,Priority,29,True,31.0,19.04,12,False,False,False,False,False
TXN_937132,CUST_35579,2024-12-03 03:50:22,61,JP,3,191.02,573.07,Debit Card,Express,45,True,35.1,19.09,27,True,False,False,False,False
TXN_376029,CUST_31419,2024-10-19 15:03:33,78,CA,2,47.45,94.9,Wire Transfer,Economy,1,True,45.7,21.56,8,True,False,False,True,True
TXN_117320,CUST_59388,2024-12-18 14:22:42,79,US,1,67.92,67.92,Credit Card,Priority,10,False,0.0,9.35,21,False,False,False,False,False
TXN_914757,CUST_73525,2024-11-03 18:25:02,64,CA,3,217.97,653.91,PayPal,Standard,41,True,20.9,6.71,16,False,False,False,True,False
TXN_801726,CUST_90977,2024-12-08 10:02:39,40,US,3,102.97,308.91,PayPal,Priority,15,False,0.0,8.19,27,False,False,False,False,False
TXN_412446,CUST_78587,2025-06-21 22:33:03,44,FR,3,214.97,644.91,Debit Card,Standard,42,False,0.0,6.47,21,True,False,False,False,False
TXN_154797,CUST_15360,2024-07-05 09:02:32,60,IN,2,90.17,180.34,Apple Pay,Express,49,False,0.0,23.13,6,False,False,False,False,False
TXN_311010,CUST_37259,2024-08-25 16:31:10,50,FR,2,266.22,532.44,PayPal,Standard,12,True,14.9,23.26,2,False,False,False,False,False
TXN_727925,CUST_18692,2025-04-25 14:43:11,40,AU,4,197.73,790.9,PayPal,Standard,13,False,0.0,7.43,22,False,False,False,False,False
TXN_462987,CUST_18413,2025-05-12 22:34:25,21,US,1,138.63,138.63,Credit Card,Standard,6,False,0.0,14.51,16,False,True,False,False,False
TXN_681456,CUST_42647,2025-02-25 23:24:24,50,JP,12,28.23,338.78,Wire Transfer,Economy,4,False,0.0,17.24,19,True,False,False,False,True
TXN_290220,CUST_43655,2024-11-07 05:51:45,79,JP,2,166.63,333.26,Apple Pay,Express,27,False,0.0,22.24,12,False,False,False,False,False
TXN_537572,CUST_72468,2025-01-27 10:43:45,54,IN,3,64.15,192.44,Credit Card,Priority,48,True,16.5,6.68,2,False,False,True,False,False
TXN_403156,CUST_78610,2025-01-18 17:29:37,27,DE,11,20.87,229.61,Wire Transfer,Economy,3,True,28.3,5.96,5,False,False,False,True,True
TXN_495522,CUST_44067,2025-01-15 08:27:02,47,US,4,190.28,761.12,PayPal,Standard,32,False,0.0,10.2,10,False,False,False,False,False
TXN_199128,CUST_81321,2024-11-22 04:07:59,23,CA,4,252.74,1010.94,PayPal,Express,2,True,46.8,9.87,19,True,False,False,False,False
TXN_277379,CUST_63139,2025-01-16 17:45:17,78,CA,2,84.39,168.77,Apple Pay,Priority,20,False,0.0,24.51,27,False,True,False,False,False
TXN_165259,CUST_19808,2024-11-15 23:53:21,59,IN,3,56.86,170.58,Apple Pay,Express,27,True,19.5,12.46,17,False,True,False,False,False
TXN_640545,CUST_10762,2024-12-20 20:33:10,32,FR,3,122.72,368.15,PayPal,Express,37,False,0.0,13.45,14,False,True,True,False,False
TXN_178599,CUST_61178,2024-09-30 20:29:46,29,AU,7,68.86,482.0,Credit Card,Economy,2,False,0.0,11.55,25,False,False,False,False,True
TXN_275227,CUST_34287,2024-07-07 04:43:53,63,CA,14,93.18,1304.54,Wire Transfer,Economy,1,True,35.7,22.71,7,False,False,False,False,True
TXN_945008,CUST_45362,2024-08-03 16:55:32,79,IN,2,226.6,453.2,Apple Pay,Standard,29,False,0.0,20.83,3,False,False,False,False,False
TXN_306386,CUST_33147,2025-05-21 07:37:49,41,FR,14,29.55,413.71,PayPal,Economy,1,False,0.0,19.82,20,False,False,False,False,True
TXN_113054,CUST_98121,2024-07-24 14:27:14,68,MX,6,53.72,322.33,PayPal,Economy,2,False,0.0,15.51,29,True,False,False,True,True
TXN_701794,CUST_68056,2025-04-20 15:47:29,52,CA,1,27.09,27.09,PayPal,Express,9,False,0.0,8.95,27,False,True,False,False,False
TXN_637725,CUST_73777,2024-07-31 01:59:00,68,IN,4,202.98,811.9,Apple Pay,Priority,10,False,0.0,16.22,12,False,False,False,False,False
TXN_214667,CUST_17324,2024-12-28 10:02:48,48,FR,2,218.65,437.3,Debit Card,Priority,33,False,0.0,17.96,13,False,False,False,False,False
TXN_877239,CUST_71277,2024-12-20 15:43:05,50,BR,4,51.92,207.69,Credit Card,Standard,38,False,0.0,12.88,22,False,False,False,False,False
TXN_986587,CUST_32293,2024-10-24 08:47:34,45,DE,1,49.66,49.66,Debit Card,Standard,7,True,27.7,18.64,7,False,True,False,False,False
TXN_215228,CUST_96252,2024-09-19 04:37:28,25,FR,4,10.94,43.78,Wire Transfer,Economy,2,False,0.0,19.94,22,False,False,False,False,True
TXN_322011,CUST_49370,2025-06-26 09:51:54,22,IN,2,77.48,154.95,Debit Card,Express,48,True,10.5,24.6,29,False,False,False,False,False
TXN_958796,CUST_57692,2025-05-22 06:38:31,65,BR,2,231.8,463.6,PayPal,Express,40,True,49.6,14.57,20,False,False,False,False,False
TXN_214715,CUST_12947,2025-06-22 15:22:50,45,GB,2,112.02,224.04,Apple Pay,Express,10,False,0.0,13.24,20,False,False,False,False,False
TXN_295271,CUST_65048,2025-06-26 08:58:05,35,JP,2,207.74,415.48,Credit Card,Standard,2,True,47.7,15.59,10,False,False,False,False,False
TXN_362049,CUST_92191,2024-07-16 00:22:25,66,IN,2,267.74,535.47,Credit Card,Standard,40,False,0.0,7.42,12,False,False,False,False,False
TXN_381420,CUST_11967,2025-03-12 02:18:14,54,CA,4,131.99,527.97,Credit Card,Priority,31,False,0.0,17.12,12,False,False,False,False,False
TXN_482614,CUST_31065,2024-07-19 02:15:16,25,DE,11,63.08,693.92,PayPal,Economy,4,False,0.0,18.03,19,False,False,False,False,True
TXN_138140,CUST_89201,2024-11-16 18:52:28,79,IN,6,98.23,589.37,PayPal,Standard,1,False,0.0,17.71,19,True,False,False,False,True
TXN_905809,CUST_72391,2025-03-23 11:38:52,46,FR,13,72.18,938.3,Cryptocurrency,Economy,3,False,0.0,9.91,15,False,False,False,False,True
TXN_127606,CUST_67003,2024-10-04 21:14:43,77,BR,4,134.69,538.76,Debit Card,Express,7,False,0.0,10.83,19,False,False,False,False,False
TXN_629773,CUST_69031,2025-03-25 20:32:14,60,IN,2,48.52,97.05,Apple Pay,Standard,22,False,0.0,5.88,14,True,True,False,False,False
TXN_921396,CUST_60513,2024-12-26 23:27:57,55,DE,3,27.43,82.3,Credit Card,Express,25,False,0.0,7.06,11,False,False,False,False,False
TXN_262813,CUST_40751,2025-03-11 15:48:52,79,FR,17,55.46,942.85,PayPal,Standard,2,False,0.0,16.08,21,False,False,False,False,True
TXN_254329,CUST_20973,2024-12-14 09:25:13,58,BR,4,267.17,1068.67,Debit Card,Standard,30,True,26.6,11.39,10,True,False,False,False,False
TXN_201487,CUST_50680,2025-06-11 03:23:13,72,AU,2,28.53,57.06,Debit Card,Standard,8,True,37.6,10.24,3,False,False,True,False,False
TXN_272314,CUST_41084,2025-02-26 09:11:27,78,JP,1,252.09,252.09,Credit Card,Standard,44,True,22.1,6.23,11,False,False,False,False,False
TXN_890371,CUST_51367,2025-01-03 16:26:30,79,US,19,57.07,1084.41,Wire Transfer,Standard,0,False,0.0,6.26,12,False,False,False,False,True
TXN_678702,CUST_43958,2024-10-31 18:48:54,30,GB,4,223.08,892.32,Apple Pay,Standard,19,False,0.0,18.6,28,False,False,False,False,False
TXN_440203,CUST_30539,2024-08-12 09:03:44,60,CA,8,13.25,105.97,Wire Transfer,Economy,3,True,10.3,9.95,4,False,False,False,True,True
TXN_534923,CUST_13179,2025-03-17 23:38:57,23,DE,1,114.38,114.38,Apple Pay,Standard,9,False,0.0,15.53,13,False,False,True,False,False
TXN_915166,CUST_79861,2024-11-01 17:33:22,35,BR,3,116.52,349.56,Debit Card,Priority,29,False,0.0,8.34,6,False,False,False,False,False
TXN_753671,CUST_66713,2025-06-17 07:51:29,30,CA,1,78.64,78.64,Credit Card,Standard,1,False,0.0,15.32,12,False,False,False,False,True
TXN_418263,CUST_81118,2025-02-12 21:26:25,59,US,4,112.09,448.38,Debit Card,Standard,46,False,0.0,22.78,2,False,False,False,True,False
TXN_694934,CUST_97939,2024-11-03 17:44:08,79,AU,4,29.55,118.19,PayPal,Standard,22,True,16.3,24.59,22,True,False,False,False,False
TXN_794195,CUST_78422,2024-07-16 22:07:18,74,IN,8,76.77,614.2,Wire Transfer,Economy,0,True,9.6,22.91,8,True,False,False,False,True
TXN_885886,CUST_27050,2025-03-02 19:24:44,27,DE,2,115.21,230.41,PayPal,Standard,2,True,9.3,7.52,12,True,False,False,False,False
TXN_437476,CUST_40757,2025-06-28 17:56:09,33,GB,12,19.99,239.85,Cryptocurrency,Standard,3,False,0.0,24.92,25,False,False,False,False,True
TXN_771423,CUST_99175,2024-10-16 04:43:29,28,MX,2,76.96,153.91,Credit Card,Standard,19,False,0.0,11.35,8,False,False,False,False,False
TXN_839142,CUST_82555,2024-08-02 05:08:09,64,JP,1,261.05,261.05,Apple Pay,Priority,47,False,0.0,21.56,13,False,True,False,True,False
TXN_464143,CUST_99538,2024-08-31 12:08:06,78,CA,2,85.31,170.63,Apple Pay,Standard,8,False,0.0,22.95,8,False,False,False,False,False
TXN_552334,CUST_41871,2024-09-04 01:55:37,28,BR,4,280.89,1123.57,PayPal,Express,34,False,0.0,7.61,7,False,False,True,False,False
TXN_265763,CUST_95343,2024-10-13 19:22:40,54,IN,14,69.73,976.24,Credit Card,Standard,4,False,0.0,22.12,2,False,False,True,False,True
